age_group,sex,country,year,count_in,count_out
TOTAL,M,HU,2012,18630,12831.0
TOTAL,M,HU,2013,21899,19679.0
TOTAL,M,HU,2014,30835,23342.0
TOTAL,M,HU,2015,33151,23685.0
TOTAL,M,HU,2016,30121,21689.0
TOTAL,M,HU,2017,38903,22062.0
TOTAL,M,HU,2018,48922,27291.0
TOTAL,M,HU,2019,52922,29416.0
TOTAL,F,IE,1997,23100,14225.0
TOTAL,F,IE,1998,24125,15750.0
TOTAL,F,IE,1999,25900,14150.0
TOTAL,F,IE,2000,28275,13575.0
TOTAL,F,IE,2001,33925,13075.0
TOTAL,F,IE,2002,30350,12450.0
TOTAL,F,IE,2003,28150,13575.0
TOTAL,F,IE,2004,34825,14375.0
TOTAL,F,IE,2005,44900,16600.0
TOTAL,F,IE,2006,64877,20143.0
TOTAL,F,IE,2007,62251,19744.0
TOTAL,F,IE,2008,42049,27133.0
TOTAL,F,IE,2009,25374,28803.0
TOTAL,F,IE,2010,26431,36582.0
TOTAL,F,IE,2011,29744,37095.0
TOTAL,F,IE,2012,30239,39096.0
TOTAL,F,IE,2013,34298,37380.0
TOTAL,F,IE,2014,39025,34714.0
TOTAL,F,IE,2015,40948,34912.0
TOTAL,F,IE,2016,42614,30225.0
TOTAL,F,IE,2017,41353,34865.0
TOTAL,F,IE,2018,47278,25289.0
TOTAL,F,IE,2019,43218,32415.0
TOTAL,M,IE,1997,22525,13550.0
TOTAL,M,IE,1998,24050,15025.0
TOTAL,M,IE,1999,25775,13675.0
TOTAL,M,IE,2000,29125,12725.0
TOTAL,M,IE,2001,31000,12675.0
TOTAL,M,IE,2002,31375,15925.0
TOTAL,M,IE,2003,30725,13625.0
TOTAL,M,IE,2004,43250,14300.0
TOTAL,M,IE,2005,57100,17750.0
TOTAL,M,IE,2006,74557,24266.0
TOTAL,M,IE,2007,60164,28296.0
TOTAL,M,IE,2008,40543,38801.0
TOTAL,M,IE,2009,25230,40869.0
TOTAL,M,IE,2010,25908,41517.0
TOTAL,M,IE,2011,27548,45954.0
TOTAL,M,IE,2012,31085,42701.0
TOTAL,M,IE,2013,31241,39180.0
TOTAL,M,IE,2014,34494,36393.0
TOTAL,M,IE,2015,39844,32248.0
TOTAL,M,IE,2016,42571,31831.0
TOTAL,M,IE,2017,37146,29203.0
TOTAL,M,IE,2018,50434,28446.0
TOTAL,M,IE,2019,42412,29589.0
TOTAL,F,IS,1990,1673,1948.0
TOTAL,F,IS,1991,2157,1590.0
TOTAL,F,IS,1992,1591,1704.0
TOTAL,F,IS,1993,1450,1536.0
TOTAL,F,IS,1994,1452,1796.0
TOTAL,F,IS,1995,1538,2104.0
TOTAL,F,IS,1996,1885,2072.0
TOTAL,F,IS,1997,2039,1957.0
TOTAL,F,IS,1998,2331,1866.0
TOTAL,F,IS,1999,2468,1849.0
TOTAL,F,IS,2000,2615,1738.0
TOTAL,F,IS,2001,2567,2088.0
TOTAL,F,IS,2002,2173,2193.0
TOTAL,F,IS,2003,1868,1939.0
TOTAL,F,IS,2004,2339,2345.0
TOTAL,F,IS,2005,2991,1918.0
TOTAL,F,IS,2006,3291,2105.0
TOTAL,F,IS,2007,4631,2452.0
TOTAL,F,IS,2008,4329,2908.0
TOTAL,F,IS,2009,1931,2627.0
TOTAL,F,IS,2010,1897,2380.0
TOTAL,F,IS,2011,2003,2167.0
TOTAL,F,IS,2012,2453,2229.0
TOTAL,F,IS,2013,3058,2078.0
TOTAL,F,IS,2014,2407,1923.0
TOTAL,F,IS,2015,2419,1910.0
TOTAL,F,IS,2016,3493,2026.0
TOTAL,F,IS,2017,4527,1722.0
TOTAL,F,IS,2018,4541,1965.0
TOTAL,F,IS,2019,4093,1985.0
TOTAL,M,IS,1990,1493,1899.0
TOTAL,M,IS,1991,1832,1392.0
TOTAL,M,IS,1992,1368,1509.0
TOTAL,M,IS,1993,1248,1365.0
TOTAL,M,IS,1994,1224,1640.0
TOTAL,M,IS,1995,1329,2181.0
TOTAL,M,IS,1996,1779,2036.0
TOTAL,M,IS,1997,1951,1964.0
TOTAL,M,IS,1998,2231,1816.0
TOTAL,M,IS,1999,2317,1814.0
TOTAL,M,IS,2000,2588,1751.0
TOTAL,M,IS,2001,2435,1946.0
TOTAL,M,IS,2002,2042,2297.0
TOTAL,M,IS,2003,1836,1898.0
TOTAL,M,IS,2004,3011,2475.0
TOTAL,M,IS,2005,4782,1995.0
TOTAL,M,IS,2006,6541,2472.0
TOTAL,M,IS,2007,7915,4962.0
TOTAL,M,IS,2008,5959,6236.0
TOTAL,M,IS,2009,1990,4247.0
TOTAL,M,IS,2010,2051,3079.0
TOTAL,M,IS,2011,2070,2645.0
TOTAL,M,IS,2012,2507,2529.0
TOTAL,M,IS,2013,3348,2294.0
TOTAL,M,IS,2014,2961,2129.0
TOTAL,M,IS,2015,3216,2136.0
TOTAL,M,IS,2016,5217,2133.0
TOTAL,M,IS,2017,7589,1919.0
TOTAL,M,IS,2018,7289,2407.0
TOTAL,M,IS,2019,5779,2605.0
TOTAL,F,IT,1990,59362,24232.0
TOTAL,F,IT,1991,50160,25191.0
TOTAL,F,IT,1992,50350,24802.0
TOTAL,F,IT,1993,50867,26771.0
TOTAL,F,IT,1994,51136,28336.0
TOTAL,F,IT,1995,49824,18486.0
TOTAL,F,IT,1996,70033,19845.0
TOTAL,F,IT,1997,73353,19219.0
TOTAL,F,IT,1998,82992,19368.0
TOTAL,F,IT,1999,88424,27798.0
TOTAL,F,IT,2000,106708,24454.0
TOTAL,F,IT,2001,101929,24724.0
TOTAL,F,IT,2002,108283,18270.0
TOTAL,F,IT,2003,224286,21429.0
TOTAL,F,IT,2004,203104,22307.0
TOTAL,F,IT,2005,159168,24532.0
TOTAL,F,IT,2006,150401,26626.0
TOTAL,F,IT,2007,283765,23178.0
TOTAL,F,IT,2008,286218,37204.0
TOTAL,F,IT,2009,240966,36998.0
TOTAL,F,IT,2010,251136,36734.0
TOTAL,F,IT,2011,200125,38647.0
TOTAL,F,IT,2012,179176,49225.0
TOTAL,F,IT,2013,159342,58406.0
TOTAL,F,IT,2014,138501,63751.0
TOTAL,F,IT,2015,129076,68633.0
TOTAL,F,IT,2016,131732,73819.0
TOTAL,F,IT,2017,143500,73501.0
TOTAL,F,IT,2018,147383,73982.0
TOTAL,F,IT,2019,163857,85191.0
TOTAL,M,IT,1990,107392,31757.0
TOTAL,M,IT,1991,76775,32539.0
TOTAL,M,IT,1992,63566,32183.0
TOTAL,M,IT,1993,49534,34511.0
TOTAL,M,IT,1994,47969,37212.0
TOTAL,M,IT,1995,46886,24817.0
TOTAL,M,IT,1996,101934,27665.0
TOTAL,M,IT,1997,89504,27054.0
TOTAL,M,IT,1998,73893,26521.0
TOTAL,M,IT,1999,96628,37075.0
TOTAL,M,IT,2000,120260,32147.0
TOTAL,M,IT,2001,106323,31353.0
TOTAL,M,IT,2002,104919,23486.0
TOTAL,M,IT,2003,216015,27277.0
TOTAL,M,IT,2004,211776,27603.0
TOTAL,M,IT,2005,145792,29399.0
TOTAL,M,IT,2006,129313,31781.0
TOTAL,M,IT,2007,243358,27935.0
TOTAL,M,IT,2008,248494,43743.0
TOTAL,M,IT,2009,201974,43599.0
TOTAL,M,IT,2010,207720,42037.0
TOTAL,M,IT,2011,185668,43814.0
TOTAL,M,IT,2012,171596,56991.0
TOTAL,M,IT,2013,148112,67329.0
TOTAL,M,IT,2014,139130,72577.0
TOTAL,M,IT,2015,151002,78322.0
TOTAL,M,IT,2016,169091,83246.0
TOTAL,M,IT,2017,199940,81609.0
TOTAL,M,IT,2018,184941,82978.0
TOTAL,M,IT,2019,168921,94314.0
TOTAL,F,LI,2008,272,241.0
TOTAL,F,LI,2009,290,229.0
TOTAL,F,LI,2010,285,190.0
TOTAL,F,LI,2011,328,226.0
TOTAL,F,LI,2012,314,215.0
TOTAL,F,LI,2013,345,244.0
TOTAL,F,LI,2014,303,233.0
TOTAL,F,LI,2015,356,222.0
TOTAL,F,LI,2016,296,249.0
TOTAL,F,LI,2017,320,200.0
TOTAL,F,LI,2018,319,242.0
TOTAL,F,LI,2019,370,228.0
TOTAL,M,LI,2008,306,249.0
TOTAL,M,LI,2009,294,226.0
TOTAL,M,LI,2010,306,238.0
TOTAL,M,LI,2011,322,241.0
TOTAL,M,LI,2012,357,224.0
TOTAL,M,LI,2013,351,253.0
TOTAL,M,LI,2014,312,243.0
TOTAL,M,LI,2015,301,246.0
TOTAL,M,LI,2016,311,273.0
TOTAL,M,LI,2017,325,226.0
TOTAL,M,LI,2018,330,242.0
TOTAL,M,LI,2019,357,218.0
TOTAL,F,LT,1994,780,12468.0
TOTAL,F,LT,1995,997,12134.0
TOTAL,F,LT,1996,1553,12076.0
TOTAL,F,LT,1997,1275,11611.0
TOTAL,F,LT,1998,1409,11411.0
TOTAL,F,LT,1999,1311,11006.0
TOTAL,F,LT,2000,780,10441.0
TOTAL,F,LT,2001,1993,13382.0
TOTAL,F,LT,2002,2295,8031.0
TOTAL,F,LT,2003,2134,12968.0
TOTAL,F,LT,2004,2585,19670.0
TOTAL,F,LT,2005,2973,28584.0
TOTAL,F,LT,2006,3373,15137.0
TOTAL,F,LT,2007,3832,15566.0
TOTAL,F,LT,2008,3795,12858.0
TOTAL,F,LT,2009,3130,17299.0
TOTAL,F,LT,2010,2421,43194.0
TOTAL,F,LT,2011,7188,26942.0
TOTAL,F,LT,2012,8937,20705.0
TOTAL,F,LT,2013,10012,19491.0
TOTAL,F,LT,2014,10972,18106.0
TOTAL,F,LT,2015,10151,20232.0
TOTAL,F,LT,2016,7673,24904.0
TOTAL,F,LT,2017,6074,23249.0
TOTAL,F,LT,2018,8933,15185.0
TOTAL,F,LT,2019,10737,13113.0
TOTAL,M,LT,1994,884,13391.0
TOTAL,M,LT,1995,1023,13554.0
TOTAL,M,LT,1996,1472,14318.0
TOTAL,M,LT,1997,1261,13346.0
TOTAL,M,LT,1998,1297,13417.0
TOTAL,M,LT,1999,1368,12412.0
TOTAL,M,LT,2000,730,11375.0
TOTAL,M,LT,2001,2701,14459.0
TOTAL,M,LT,2002,2815,8688.0
TOTAL,M,LT,2003,2594,13315.0
TOTAL,M,LT,2004,2968,18021.0
TOTAL,M,LT,2005,3816,29301.0
TOTAL,M,LT,2006,4372,17253.0
TOTAL,M,LT,2007,4777,14817.0
TOTAL,M,LT,2008,5502,12892.0
TOTAL,M,LT,2009,3357,21201.0
TOTAL,M,LT,2010,2792,39963.0
TOTAL,M,LT,2011,8497,26921.0
TOTAL,M,LT,2012,10906,20395.0
TOTAL,M,LT,2013,11999,19327.0
TOTAL,M,LT,2014,13322,18515.0
TOTAL,M,LT,2015,11979,24301.0
TOTAL,M,LT,2016,12489,25429.0
TOTAL,M,LT,2017,14294,24676.0
TOTAL,M,LT,2018,19981,17021.0
TOTAL,M,LT,2019,29330,16160.0
TOTAL,F,LU,1990,4667,3028.0
TOTAL,F,LU,1991,5014,3104.0
TOTAL,F,LU,1992,5050,2935.0
TOTAL,F,LU,1993,4866,2628.0
TOTAL,F,LU,1994,4964,2795.0
TOTAL,F,LU,1995,4994,2565.0
TOTAL,F,LU,1996,4751,2874.0
TOTAL,F,LU,1997,4883,2910.0
TOTAL,F,LU,1998,5292,3485.0
TOTAL,F,LU,1999,5892,3602.0
TOTAL,F,LU,2000,5302,3630.0
TOTAL,F,LU,2001,5592,3831.0
TOTAL,F,LU,2002,5551,4237.0
TOTAL,F,LU,2003,6035,3515.0
TOTAL,F,LU,2004,5695,3739.0
TOTAL,F,LU,2005,6679,3511.0
TOTAL,F,LU,2006,6555,3881.0
TOTAL,F,LU,2007,7708,4700.0
TOTAL,F,LU,2008,8087,4490.0
TOTAL,F,LU,2009,7264,4137.0
TOTAL,F,LU,2010,7691,4187.0
TOTAL,F,LU,2011,9166,4166.0
TOTAL,F,LU,2012,9359,4723.0
TOTAL,F,LU,2013,9719,4811.0
TOTAL,F,LU,2014,10362,5049.0
TOTAL,F,LU,2015,10806,5666.0
TOTAL,F,LU,2016,10554,6192.0
TOTAL,F,LU,2017,11269,6162.0
TOTAL,F,LU,2018,11369,6249.0
TOTAL,F,LU,2019,12365,7015.0
TOTAL,M,LU,1990,5614,3311.0
TOTAL,M,LU,1991,5899,3636.0
TOTAL,M,LU,1992,5647,3505.0
TOTAL,M,LU,1993,5203,3198.0
TOTAL,M,LU,1994,5181,3346.0
TOTAL,M,LU,1995,5343,3150.0
TOTAL,M,LU,1996,5276,3481.0
TOTAL,M,LU,1997,5540,3681.0
TOTAL,M,LU,1998,6338,4089.0
TOTAL,M,LU,1999,6902,4473.0
TOTAL,M,LU,2000,6463,4491.0
TOTAL,M,LU,2001,6543,4993.0
TOTAL,M,LU,2002,6550,5215.0
TOTAL,M,LU,2003,7123,4231.0
TOTAL,M,LU,2004,7177,4741.0
TOTAL,M,LU,2005,7718,4776.0
TOTAL,M,LU,2006,7797,5120.0
TOTAL,M,LU,2007,8967,5974.0
TOTAL,M,LU,2008,9671,5568.0
TOTAL,M,LU,2009,8487,5031.0
TOTAL,M,LU,2010,9271,5115.0
TOTAL,M,LU,2011,11102,5098.0
TOTAL,M,LU,2012,11119,5719.0
TOTAL,M,LU,2013,11379,5939.0
TOTAL,M,LU,2014,11970,6234.0
TOTAL,M,LU,2015,12997,6978.0
TOTAL,M,LU,2016,12334,7250.0
TOTAL,M,LU,2017,13110,7669.0
TOTAL,M,LU,2018,13275,7736.0
TOTAL,M,LU,2019,14303,8578.0
TOTAL,F,LV,1991,7013,13923.0
TOTAL,F,LV,1992,3007,28962.0
TOTAL,F,LV,1993,1499,17919.0
TOTAL,F,LV,1994,1032,12857.0
TOTAL,F,LV,1995,876,8604.0
TOTAL,F,LV,1996,880,6545.0
TOTAL,F,LV,1997,915,6289.0
TOTAL,F,LV,1998,1003,4520.0
TOTAL,F,LV,1999,854,3260.0
TOTAL,F,LV,2000,2890,11165.0
TOTAL,F,LV,2001,2201,11168.0
TOTAL,F,LV,2002,3262,7146.0
TOTAL,F,LV,2003,1780,7968.0
TOTAL,F,LV,2004,2083,10345.0
TOTAL,F,LV,2005,3221,9541.0
TOTAL,F,LV,2006,3613,9132.0
TOTAL,F,LV,2007,2762,8123.0
TOTAL,F,LV,2008,1797,12761.0
TOTAL,F,LV,2009,1666,17763.0
TOTAL,F,LV,2010,1696,18659.0
TOTAL,F,LV,2011,3934,15093.0
TOTAL,F,LV,2012,5460,12630.0
TOTAL,F,LV,2013,3389,11176.0
TOTAL,F,LV,2014,3951,9259.0
TOTAL,F,LV,2015,3899,9522.0
TOTAL,F,LV,2016,3605,9355.0
TOTAL,F,LV,2017,3540,8099.0
TOTAL,F,LV,2018,3474,7200.0
TOTAL,F,LV,2019,3559,6305.0
TOTAL,M,LV,1991,7671,15806.0
TOTAL,M,LV,1992,3192,30711.0
TOTAL,M,LV,1993,2615,18528.0
TOTAL,M,LV,1994,2014,13012.0
TOTAL,M,LV,1995,1923,7908.0
TOTAL,M,LV,1996,1867,6283.0
TOTAL,M,LV,1997,1998,6044.0
TOTAL,M,LV,1998,2120,4354.0
TOTAL,M,LV,1999,959,2638.0
TOTAL,M,LV,2000,3593,11746.0
TOTAL,M,LV,2001,3175,13371.0
TOTAL,M,LV,2002,3380,8691.0
TOTAL,M,LV,2003,2283,7679.0
TOTAL,M,LV,2004,2761,9822.0
TOTAL,M,LV,2005,3470,8102.0
TOTAL,M,LV,2006,4599,7887.0
TOTAL,M,LV,2007,4755,7340.0
TOTAL,M,LV,2008,2881,14284.0
TOTAL,M,LV,2009,2065,20445.0
TOTAL,M,LV,2010,2315,20992.0
TOTAL,M,LV,2011,6300,15218.0
TOTAL,M,LV,2012,7843,12533.0
TOTAL,M,LV,2013,4910,11385.0
TOTAL,M,LV,2014,6414,9758.0
TOTAL,M,LV,2015,5580,10597.0
TOTAL,M,LV,2016,4740,11219.0
TOTAL,M,LV,2017,6376,9625.0
TOTAL,M,LV,2018,7435,8614.0
TOTAL,M,LV,2019,7664,8278.0
TOTAL,F,MK,2008,661,332.0
TOTAL,F,MK,2009,448,346.0
TOTAL,F,MK,2010,749,401.0
TOTAL,F,MK,2011,781,501.0
TOTAL,F,MK,2012,927,646.0
TOTAL,F,MK,2013,970,458.0
TOTAL,F,MK,2014,934,326.0
TOTAL,F,MK,2015,801,402.0
TOTAL,F,MK,2016,1133,265.0
TOTAL,F,MK,2017,974,120.0
TOTAL,F,MK,2018,1005,128.0
TOTAL,M,MK,2008,391,419.0
TOTAL,M,MK,2009,409,446.0
TOTAL,M,MK,2010,610,606.0
TOTAL,M,MK,2011,683,789.0
TOTAL,M,MK,2012,788,769.0
TOTAL,M,MK,2013,1080,583.0
TOTAL,M,MK,2014,1001,513.0
TOTAL,M,MK,2015,940,614.0
TOTAL,M,MK,2016,1129,365.0
TOTAL,M,MK,2017,1090,304.0
TOTAL,M,MK,2018,1048,249.0
TOTAL,F,MT,2007,1997,1280.0
TOTAL,F,MT,2008,2191,1316.0
TOTAL,F,MT,2009,2507,1395.0
TOTAL,F,MT,2010,1936,1553.0
TOTAL,F,MT,2011,2359,1538.0
TOTAL,F,MT,2012,3617,1659.0
TOTAL,F,MT,2013,4542,2100.0
TOTAL,F,MT,2014,6045,2086.0
TOTAL,F,MT,2015,7342,2933.0
TOTAL,F,MT,2016,7466,3264.0
TOTAL,F,MT,2017,9141,3021.0
TOTAL,F,MT,2018,10317,4050.0
TOTAL,F,MT,2019,10133,3325.0
TOTAL,M,MT,2007,3295,2450.0
TOTAL,M,MT,2008,3852,2403.0
TOTAL,M,MT,2009,3654,2473.0
TOTAL,M,MT,2010,2339,2648.0
TOTAL,M,MT,2011,3106,2268.0
TOTAL,M,MT,2012,4639,2346.0
TOTAL,M,MT,2013,6355,2678.0
TOTAL,M,MT,2014,8409,3022.0
TOTAL,M,MT,2015,9594,4162.0
TOTAL,M,MT,2016,9585,5039.0
TOTAL,M,MT,2017,12535,3999.0
TOTAL,M,MT,2018,16127,5292.0
TOTAL,M,MT,2019,18208,4673.0
TOTAL,F,NL,1990,52014,26720.0
TOTAL,F,NL,1991,53361,26301.0
TOTAL,F,NL,1992,53785,27135.0
TOTAL,F,NL,1993,55367,27171.0
TOTAL,F,NL,1994,42227,24684.0
TOTAL,F,NL,1995,44618,29358.0
TOTAL,F,NL,1996,52193,30275.0
TOTAL,F,NL,1997,52935,29085.0
TOTAL,F,NL,1998,58870,28195.0
TOTAL,F,NL,1999,57756,27842.0
TOTAL,F,NL,2000,63885,28758.0
TOTAL,F,NL,2001,63640,29519.0
TOTAL,F,NL,2002,59177,31169.0
TOTAL,F,NL,2003,52022,32473.0
TOTAL,F,NL,2004,47819,35545.0
TOTAL,F,NL,2005,46160,39645.0
TOTAL,F,NL,2006,49459,43539.0
TOTAL,F,NL,2007,56021,43093.0
TOTAL,F,NL,2008,67964,42302.0
TOTAL,F,NL,2009,59596,39454.0
TOTAL,F,NL,2010,62216,40427.0
TOTAL,F,NL,2011,63878,45044.0
TOTAL,F,NL,2012,61253,47045.0
TOTAL,F,NL,2013,63570,49373.0
TOTAL,F,NL,2014,69794,49097.0
TOTAL,F,NL,2015,79010,49375.0
TOTAL,F,NL,2016,88493,49153.0
TOTAL,F,NL,2017,92969,47585.0
TOTAL,F,NL,2018,94341,48334.0
TOTAL,F,NL,2019,103338,47420.0
TOTAL,M,NL,1990,65336,30624.0
TOTAL,M,NL,1991,66888,31027.0
TOTAL,M,NL,1992,63141,31699.0
TOTAL,M,NL,1993,63787,32051.0
TOTAL,M,NL,1994,49916,28895.0
TOTAL,M,NL,1995,51481,33963.0
TOTAL,M,NL,1996,56556,35050.0
TOTAL,M,NL,1997,56925,33135.0
TOTAL,M,NL,1998,63537,32246.0
TOTAL,M,NL,1999,61395,31181.0
TOTAL,M,NL,2000,68965,32443.0
TOTAL,M,NL,2001,69764,33799.0
TOTAL,M,NL,2002,62073,35559.0
TOTAL,M,NL,2003,52492,36412.0
TOTAL,M,NL,2004,46200,39504.0
TOTAL,M,NL,2005,46137,43754.0
TOTAL,M,NL,2006,51691,47489.0
TOTAL,M,NL,2007,60798,48194.0
TOTAL,M,NL,2008,75552,47765.0
TOTAL,M,NL,2009,63321,53371.0
TOTAL,M,NL,2010,64560,55543.0
TOTAL,M,NL,2011,66240,59157.0
TOTAL,M,NL,2012,63313,63386.0
TOTAL,M,NL,2013,65858,63252.0
TOTAL,M,NL,2014,75529,63803.0
TOTAL,M,NL,2015,87862,62955.0
TOTAL,M,NL,2016,100739,62324.0
TOTAL,M,NL,2017,96677,60646.0
TOTAL,M,NL,2018,99965,61301.0
TOTAL,M,NL,2019,112418,60486.0
TOTAL,F,NO,1990,12323,10904.0
TOTAL,F,NO,1991,12448,8699.0
TOTAL,F,NO,1992,13006,7972.0
TOTAL,F,NO,1993,16061,8776.0
TOTAL,F,NO,1994,13906,9413.0
TOTAL,F,NO,1995,13410,9509.0
TOTAL,F,NO,1997,16367,10733.0
TOTAL,F,NO,1998,18392,11355.0
TOTAL,F,NO,1999,20977,11500.0
TOTAL,F,NO,2000,17402,13123.0
TOTAL,F,NO,2001,17382,12695.0
TOTAL,F,NO,2002,20781,11097.0
TOTAL,F,NO,2003,18385,11646.0
TOTAL,F,NO,2004,18653,11290.0
TOTAL,F,NO,2005,20001,10609.0
TOTAL,F,NO,2006,21052,10837.0
TOTAL,F,NO,2007,25847,10360.0
TOTAL,F,NO,2008,25742,6129.0
TOTAL,F,NO,2009,26228,7841.0
TOTAL,F,NO,2010,31434,12035.0
TOTAL,F,NO,2011,30883,9764.0
TOTAL,F,NO,2012,31493,10580.0
TOTAL,F,NO,2013,31163,11704.0
TOTAL,F,NO,2014,30375,13263.0
TOTAL,F,NO,2015,28121,13125.0
TOTAL,F,NO,2016,28357,14794.0
TOTAL,F,NO,2017,25882,14098.0
TOTAL,F,NO,2018,23367,12253.0
TOTAL,F,NO,2019,23399,11188.0
TOTAL,M,NO,1990,13171,12880.0
TOTAL,M,NO,1991,13835,9539.0
TOTAL,M,NO,1992,13737,8829.0
TOTAL,M,NO,1993,15650,10127.0
TOTAL,M,NO,1994,13005,10062.0
TOTAL,M,NO,1995,12268,9802.0
TOTAL,M,NO,1997,15590,10524.0
TOTAL,M,NO,1998,18312,11526.0
TOTAL,M,NO,1999,20864,11342.0
TOTAL,M,NO,2000,19140,13731.0
TOTAL,M,NO,2001,16882,13614.0
TOTAL,M,NO,2002,19341,11851.0
TOTAL,M,NO,2003,17572,13026.0
TOTAL,M,NO,2004,17829,11981.0
TOTAL,M,NO,2005,20147,11100.0
TOTAL,M,NO,2006,24724,11216.0
TOTAL,M,NO,2007,35927,11762.0
TOTAL,M,NO,2008,32381,6847.0
TOTAL,M,NO,2009,29725,9231.0
TOTAL,M,NO,2010,37780,13800.0
TOTAL,M,NO,2011,39454,10585.0
TOTAL,M,NO,2012,38415,12113.0
TOTAL,M,NO,2013,37150,14819.0
TOTAL,M,NO,2014,36528,16045.0
TOTAL,M,NO,2015,32695,16048.0
TOTAL,M,NO,2016,33103,19900.0
TOTAL,M,NO,2017,27469,17865.0
TOTAL,M,NO,2018,24497,14905.0
TOTAL,M,NO,2019,25281,12019.0
TOTAL,F,PL,1990,1146,9680.0
TOTAL,F,PL,1991,2323,10713.0
TOTAL,F,PL,1992,3044,9052.0
TOTAL,F,PL,1993,2878,10773.0
TOTAL,F,PL,1994,3338,12453.0
TOTAL,F,PL,1995,3800,13039.0
TOTAL,F,PL,1996,4021,10415.0
TOTAL,F,PL,1997,4147,10043.0
TOTAL,F,PL,1998,4516,10570.0
TOTAL,F,PL,1999,3672,10501.0
TOTAL,F,PL,2000,3438,13259.0
TOTAL,F,PL,2001,3120,11117.0
TOTAL,F,PL,2002,3058,12121.0
TOTAL,F,PL,2003,3338,10069.0
TOTAL,F,PL,2004,4695,9161.0
TOTAL,F,PL,2005,4491,10362.0
TOTAL,F,PL,2006,4864,19699.0
TOTAL,F,PL,2007,6492,14606.0
TOTAL,F,PL,2008,6291,13978.0
TOTAL,F,PL,2009,58785,114132.0
TOTAL,F,PL,2010,53483,108135.0
TOTAL,F,PL,2011,61320,132054.0
TOTAL,F,PL,2012,89228,135017.0
TOTAL,F,PL,2013,91825,138671.0
TOTAL,F,PL,2014,96634,127784.0
TOTAL,F,PL,2015,92612,109958.0
TOTAL,F,PL,2016,86874,103279.0
TOTAL,F,PL,2017,91393,97928.0
TOTAL,F,PL,2018,90384,84408.0
TOTAL,F,PL,2019,94719,77560.0
TOTAL,M,PL,1990,1480,8760.0
TOTAL,M,PL,1991,2717,10264.0
TOTAL,M,PL,1992,3468,9063.0
TOTAL,M,PL,1993,3046,10603.0
TOTAL,M,PL,1994,3569,13451.0
TOTAL,M,PL,1995,4321,13305.0
TOTAL,M,PL,1996,4165,10882.0
TOTAL,M,PL,1997,4279,10179.0
TOTAL,M,PL,1998,4400,11607.0
TOTAL,M,PL,1999,3853,11035.0
TOTAL,M,PL,2000,3893,13740.0
TOTAL,M,PL,2001,3505,12251.0
TOTAL,M,PL,2002,3529,12411.0
TOTAL,M,PL,2003,3710,10744.0
TOTAL,M,PL,2004,4800,9716.0
TOTAL,M,PL,2005,4873,11880.0
TOTAL,M,PL,2006,5938,27237.0
TOTAL,M,PL,2007,8503,20874.0
TOTAL,M,PL,2008,8984,16162.0
TOTAL,M,PL,2009,130381,115188.0
TOTAL,M,PL,2010,101648,109991.0
TOTAL,M,PL,2011,95739,133744.0
TOTAL,M,PL,2012,128318,140586.0
TOTAL,M,PL,2013,128486,137775.0
TOTAL,M,PL,2014,125641,140515.0
TOTAL,M,PL,2015,125535,148879.0
TOTAL,M,PL,2016,121428,133162.0
TOTAL,M,PL,2017,117960,120564.0
TOTAL,M,PL,2018,123699,105386.0
TOTAL,M,PL,2019,131930,103034.0
TOTAL,F,PT,1991,1518,17294.0
TOTAL,F,PT,1992,7478,11842.0
TOTAL,F,PT,1993,13131,7684.0
TOTAL,F,PT,1994,18332,6758.0
TOTAL,F,PT,1995,20229,5250.0
TOTAL,F,PT,1996,24457,6756.0
TOTAL,F,PT,1997,27868,8124.0
TOTAL,F,PT,1998,26539,4753.0
TOTAL,F,PT,1999,31906,6035.0
TOTAL,F,PT,2000,36424,4425.0
TOTAL,F,PT,2001,28871,2047.0
TOTAL,F,PT,2002,29521,1763.0
TOTAL,F,PT,2003,18330,1337.0
TOTAL,F,PT,2004,12304,1351.0
TOTAL,F,PT,2005,12681,1272.0
TOTAL,F,PT,2006,13265,1120.0
TOTAL,F,PT,2007,17301,1578.0
TOTAL,F,PT,2008,17334,4071.0
TOTAL,F,PT,2009,18845,3380.0
TOTAL,F,PT,2010,16084,4752.0
TOTAL,F,PT,2011,8586,12669.0
TOTAL,F,PT,2012,6506,17418.0
TOTAL,F,PT,2013,7649,18154.0
TOTAL,F,PT,2014,10827,17298.0
TOTAL,F,PT,2015,14774,13571.0
TOTAL,F,PT,2016,14657,14764.0
TOTAL,F,PT,2017,18518,9783.0
TOTAL,F,PT,2018,22930,8419.0
TOTAL,F,PT,2019,37639,12029.0
TOTAL,M,PT,1991,2989,20042.0
TOTAL,M,PT,1992,8724,13717.0
TOTAL,M,PT,1993,14858,8882.0
TOTAL,M,PT,1994,20493,7794.0
TOTAL,M,PT,1995,22473,6040.0
TOTAL,M,PT,1996,27199,7777.0
TOTAL,M,PT,1997,32007,10344.0
TOTAL,M,PT,1998,30249,6345.0
TOTAL,M,PT,1999,36391,8005.0
TOTAL,M,PT,2000,41351,6242.0
TOTAL,M,PT,2001,32738,3349.0
TOTAL,M,PT,2002,21090,7050.0
TOTAL,M,PT,2003,13095,5350.0
TOTAL,M,PT,2004,8789,5406.0
TOTAL,M,PT,2005,9060,5088.0
TOTAL,M,PT,2006,9476,4480.0
